t,elapsed,lat,lon,speed_kmh,hr,cadence,distance_m
13:44:49,0.0,22.235952,114.187011,28.09,95,46,2.7
13:44:53,4.0,22.235992,114.187066,19.69,94,43,6.7
13:44:54,5.0,22.235996,114.187065,17.91,94,43,7.1
13:44:56,7.0,22.236005,114.187057,15.31,91,40,8.2
13:44:57,8.0,22.236011,114.187054,15.51,94,40,8.9
13:45:04,15.0,22.236056,114.187035,2.7,94,40,14.3
13:45:05,16.0,22.236059,114.187034,0.0,98,40,14.7
13:45:09,20.0,22.236062,114.187051,2.39,105,34,16.6
13:45:11,22.0,22.236059,114.187073,2.5,108,35,18.9
13:45:14,25.0,22.236048,114.18712,3.41,109,43,23.9
13:45:18,29.0,22.236035,114.187189,5.01,111,46,31.2
13:45:23,34.0,22.236045,114.187318,8.16,117,48,44.6
13:45:24,35.0,22.236059,114.187376,9.1,122,48,50.7
13:45:25,36.0,22.236059,114.187376,9.1,122,48,50.7
13:45:26,37.0,22.236067,114.187407,9.55,126,48,54.0
13:45:28,39.0,22.236086,114.187469,10.47,132,48,60.8
13:45:30,41.0,22.236108,114.187522,10.7,137,48,66.8
13:45:32,43.0,22.236139,114.187575,11.06,137,48,73.2
13:45:38,49.0,22.236257,114.187754,11.52,140,48,95.9
13:45:39,50.0,22.236257,114.187754,11.52,141,48,95.9
13:45:43,54.0,22.236337,114.187839,11.52,144,49,108.4
13:45:46,57.0,22.236405,114.187893,11.38,148,49,117.8
13:45:53,64.0,22.236578,114.18797,10.94,145,49,138.5
13:45:57,68.0,22.236679,114.187984,10.53,149,49,149.8
13:46:00,71.0,22.236759,114.187983,10.48,150,48,158.7
13:46:06,77.0,22.23691,114.187941,10.42,149,49,176.0
13:46:11,82.0,22.237042,114.18789,10.74,146,49,191.6
13:46:13,84.0,22.237095,114.187863,11.01,145,49,198.1
13:46:18,89.0,22.237231,114.187792,11.63,142,49,214.8
13:46:21,92.0,22.237311,114.187761,11.74,142,49,224.2
13:46:27,98.0,22.237468,114.187674,11.71,139,49,243.7
13:46:30,101.0,22.237543,114.187625,11.65,137,49,253.5
13:46:36,107.0,22.237704,114.187532,12.08,138,48,273.7
13:46:41,112.0,22.237835,114.187449,12.06,141,49,290.5
13:46:43,114.0,22.237887,114.187415,12.19,144,48,297.2
13:46:45,116.0,22.237934,114.187378,12.04,145,48,303.8
13:46:47,118.0,22.237981,114.187341,11.91,150,48,310.1
13:46:49,120.0,22.238029,114.187305,11.89,153,48,316.6
13:46:50,121.0,22.238053,114.187287,11.86,158,49,319.9
13:46:53,124.0,22.238123,114.187232,11.71,161,48,329.5
13:47:00,131.0,22.238287,114.187102,11.61,158,48,352.1
13:47:07,138.0,22.23844,114.186972,11.3,157,48,373.7
13:47:15,146.0,22.238621,114.186825,11.23,156,48,398.8
13:47:17,148.0,22.238669,114.186789,11.33,156,48,405.3
13:47:22,153.0,22.238787,114.186695,11.59,156,49,421.6
13:47:28,159.0,22.238912,114.186581,11.29,157,48,439.7
13:47:34,165.0,22.23905,114.186474,11.12,154,49,458.6
13:47:35,166.0,22.239073,114.186456,11.16,155,49,461.7
13:47:42,173.0,22.239228,114.18634,11.04,155,49,482.7
13:47:49,180.0,22.239391,114.186231,10.83,157,49,504.0
13:47:51,182.0,22.239442,114.186206,10.98,154,49,510.1
13:47:55,186.0,22.239533,114.186154,10.75,155,49,521.5
13:48:02,193.0,22.239685,114.186067,10.05,154,49,540.6
13:48:11,202.0,22.239904,114.185956,10.5,154,49,567.3
13:48:18,209.0,22.240073,114.185869,10.74,155,49,588.1
13:48:24,215.0,22.240177,114.18575,10.45,154,50,605.1
13:48:30,221.0,22.240202,114.185591,10.17,154,50,622.0
13:48:36,227.0,22.240143,114.185447,9.96,160,51,638.4
13:48:38,229.0,22.240108,114.185406,9.96,163,51,644.1
13:48:40,231.0,22.240069,114.185367,10.08,166,50,650.1
13:48:43,234.0,22.24,114.18532,10.33,165,50,659.1
13:48:47,238.0,22.239897,114.185263,10.9,168,51,671.9
13:48:50,241.0,22.239822,114.185221,11.15,169,50,681.3
13:48:56,247.0,22.23967,114.185141,11.34,169,50,700.1
13:49:05,256.0,22.239441,114.185003,11.58,170,50,729.1
13:49:13,264.0,22.239242,114.184889,11.4,167,49,754.0
13:49:20,271.0,22.239064,114.184793,11.27,169,49,776.2
13:49:27,278.0,22.23889,114.184674,11.69,168,50,799.0
13:49:29,280.0,22.238839,114.184641,11.76,165,49,805.6
13:49:34,285.0,22.238717,114.184567,11.43,165,50,821.1
13:49:40,291.0,22.238571,114.184491,11.02,168,51,839.1
13:49:41,292.0,22.238547,114.18448,10.9,168,50,841.9
13:49:51,302.0,22.238294,114.184379,10.77,170,51,871.8
13:50:00,311.0,22.238062,114.184284,10.99,169,51,899.4
13:50:09,320.0,22.237825,114.184193,11.14,168,51,927.3
13:50:17,328.0,22.237612,114.184115,11.24,169,51,952.2
13:50:24,335.0,22.237432,114.184047,11.1,170,52,973.4
13:50:30,341.0,22.23726,114.183994,11.29,169,51,993.1
13:50:33,344.0,22.237177,114.183976,11.34,169,51,1002.5
13:50:40,351.0,22.236973,114.183942,11.63,169,51,1025.4
13:50:46,357.0,22.236816,114.183991,11.4,168,52,1043.7
13:50:52,363.0,22.2367,114.1841,10.64,169,51,1060.8
13:51:00,371.0,22.236583,114.184303,10.84,169,52,1085.5
13:51:08,379.0,22.236478,114.184517,11.2,168,52,1110.5
13:51:16,387.0,22.236367,114.184734,11.38,167,52,1135.9
13:51:24,395.0,22.236287,114.184971,11.79,166,53,1162.1
13:51:31,402.0,22.23627,114.185188,11.63,169,52,1184.6
13:51:32,403.0,22.23627,114.18522,11.6,169,53,1187.9
13:51:39,410.0,22.236268,114.18544,11.69,170,53,1210.6
13:51:47,418.0,22.236252,114.185694,11.79,170,53,1236.9
13:51:55,426.0,22.236221,114.185941,11.57,171,52,1262.5
13:52:02,433.0,22.236201,114.18615,11.43,172,52,1284.3
13:52:09,440.0,22.236205,114.186355,11.04,173,53,1305.5
13:52:17,448.0,22.236197,114.186594,11.01,173,53,1330.1
13:52:24,455.0,22.236178,114.186806,11.21,173,53,1352.0
13:52:32,463.0,22.236164,114.187051,11.32,172,53,1377.3
13:52:40,471.0,22.236171,114.187293,11.34,172,53,1402.4
13:52:48,479.0,22.236177,114.187529,11.06,172,53,1426.7
13:52:56,487.0,22.236209,114.187751,10.78,173,53,1449.9
13:53:03,494.0,22.236289,114.187915,10.19,173,53,1469.2
13:53:09,500.0,22.236393,114.188009,9.43,173,42,1484.3
13:53:18,509.0,22.236537,114.18808,7.28,170,25,1501.8
13:53:24,515.0,22.236621,114.188083,6.27,170,31,1511.2
13:53:25,516.0,22.236633,114.188078,6.07,170,38,1512.5
13:53:29,520.0,22.236686,114.188068,5.02,170,38,1518.4
13:53:33,524.0,22.236719,114.188058,4.75,171,30,1522.2
13:53:36,527.0,22.236756,114.188045,4.65,170,27,1526.5
13:53:45,536.0,22.236837,114.188018,4.15,171,26,1536.0
13:53:49,540.0,22.236864,114.188008,3.44,168,0,1539.1
13:53:50,541.0,22.236872,114.188005,3.34,171,0,1540.0
13:53:53,544.0,22.236895,114.187999,3.19,167,0,1542.7
13:53:57,548.0,22.236921,114.187987,2.95,168,0,1545.8
13:54:00,551.0,22.236943,114.187975,3.11,163,0,1548.5
13:54:01,552.0,22.23695,114.187971,3.1,166,0,1549.4
13:54:09,560.0,22.236994,114.187948,2.74,165,34,1554.9
13:54:20,571.0,22.237058,114.187914,2.59,168,48,1562.8
13:54:22,573.0,22.237067,114.187908,2.55,169,33,1564.0
13:54:31,582.0,22.237117,114.187894,2.44,170,29,1569.7
13:54:37,588.0,22.237147,114.187889,2.24,165,29,1573.1
13:54:38,589.0,22.237151,114.187887,2.33,160,29,1573.6
13:54:39,590.0,22.237156,114.187884,2.19,155,29,1574.2
13:54:40,591.0,22.237162,114.187882,2.23,150,28,1574.9
13:54:41,592.0,22.237163,114.187878,2.11,145,28,1575.4
13:54:42,593.0,22.237171,114.187874,2.26,140,27,1576.3
13:54:43,594.0,22.237174,114.18787,2.2,135,27,1576.9
13:54:44,595.0,22.237183,114.187865,2.44,130,27,1577.9
13:54:45,596.0,22.237184,114.187862,0.0,126,27,1578.2
13:54:46,597.0,22.237188,114.187858,2.44,127,27,1578.8
13:54:48,599.0,22.237201,114.187856,2.51,127,23,1580.2
13:54:54,605.0,22.237257,114.187828,3.26,128,30,1587.0
13:54:56,607.0,22.23728,114.187812,3.69,131,44,1590.1
13:54:57,608.0,22.237292,114.187804,4.08,130,44,1591.7
13:55:00,611.0,22.237348,114.187769,5.58,133,50,1598.8
13:55:03,614.0,22.237408,114.187726,7.01,133,52,1606.8
13:55:06,617.0,22.237472,114.187679,8.51,136,53,1615.3
13:55:08,619.0,22.237525,114.187646,9.62,139,53,1622.1
13:55:10,621.0,22.237578,114.187609,10.61,137,54,1629.1
13:55:12,623.0,22.237626,114.187572,11.09,141,55,1635.7
13:55:16,627.0,22.237723,114.187494,11.9,144,54,1649.1
13:55:17,628.0,22.23775,114.187475,12.12,144,55,1652.6
13:55:21,632.0,22.237857,114.187396,12.45,147,57,1667.0
13:55:25,636.0,22.237969,114.187321,12.87,151,62,1681.6
13:55:26,637.0,22.237996,114.187302,13.01,153,65,1685.2
13:55:33,644.0,22.238214,114.187155,14.01,154,77,1713.7
13:55:37,648.0,22.238337,114.187067,14.55,157,81,1730.0
13:55:38,649.0,22.238369,114.187046,14.71,160,83,1734.2
13:55:39,650.0,22.238401,114.187025,14.78,164,83,1738.3
13:55:41,652.0,22.238464,114.186982,14.71,168,84,1746.6
13:55:43,654.0,22.238532,114.186948,14.85,174,84,1754.9
13:55:46,657.0,22.238626,114.186889,14.8,177,86,1767.0
13:55:47,658.0,22.238658,114.186869,14.75,178,81,1771.0
13:55:54,665.0,22.238867,114.186733,14.23,180,61,1798.0
13:55:56,667.0,22.238926,114.186698,14.01,177,59,1805.5
13:56:00,671.0,22.239041,114.186637,13.4,178,57,1819.6
13:56:06,677.0,22.239205,114.186518,13.08,175,57,1841.6
13:56:07,678.0,22.239233,114.186497,13.08,174,57,1845.4
13:56:15,686.0,22.239434,114.186364,12.39,172,59,1871.5
13:56:18,689.0,22.239511,114.186318,11.91,175,58,1881.2
13:56:24,695.0,22.239656,114.186231,11.21,174,58,1899.6
13:56:27,698.0,22.239725,114.186175,11.33,171,59,1909.2
13:56:29,700.0,22.239774,114.186136,11.38,170,57,1915.9
13:56:37,708.0,22.239955,114.185998,11.31,170,57,1940.5
13:56:45,716.0,22.240112,114.18585,10.74,168,57,1963.7
13:56:51,722.0,22.240147,114.185707,9.77,172,56,1979.0
13:56:56,727.0,22.240129,114.185584,9.22,175,57,1991.9
13:56:57,728.0,22.240118,114.185557,9.41,175,57,1995.0
13:56:59,730.0,22.24009,114.185507,9.68,174,57,2001.0
13:57:03,734.0,22.240014,114.18543,10.07,174,56,2012.6
13:57:11,742.0,22.239827,114.185305,10.85,172,56,2037.1
13:57:18,749.0,22.239644,114.185201,11.52,172,56,2060.0
13:57:27,758.0,22.239424,114.185056,11.57,169,58,2088.6
13:57:34,765.0,22.239236,114.184945,11.95,167,56,2112.3
13:57:41,772.0,22.239058,114.184853,11.72,167,56,2134.2
13:57:49,780.0,22.238861,114.184727,11.2,167,56,2159.6
13:57:56,787.0,22.238679,114.184638,11.52,167,56,2181.8
13:58:02,793.0,22.238532,114.18456,11.19,166,56,2200.0
13:58:09,800.0,22.238356,114.184473,10.92,165,56,2221.4
13:58:15,806.0,22.238206,114.184417,10.79,168,56,2239.0
13:58:21,812.0,22.238054,114.184352,10.72,169,56,2257.1
13:58:28,819.0,22.237855,114.184275,11.56,168,56,2280.5
13:58:35,826.0,22.237662,114.184208,11.73,167,56,2303.0
13:58:41,832.0,22.237493,114.184148,11.69,166,56,2322.6
13:58:48,839.0,22.237303,114.18409,11.57,166,56,2344.5
13:58:57,848.0,22.237043,114.184044,11.74,166,58,2373.7
13:59:04,855.0,22.236888,114.184118,10.53,164,56,2392.6
13:59:11,862.0,22.236767,114.184258,9.85,163,58,2412.3
13:59:16,867.0,22.236696,114.184376,10.26,166,61,2426.7
13:59:18,869.0,22.236668,114.184428,10.37,168,62,2433.0
13:59:24,875.0,22.236565,114.184581,11.24,169,59,2452.5
13:59:31,882.0,22.23645,114.184775,12.05,168,59,2476.2
13:59:33,884.0,22.236423,114.184822,11.78,164,59,2481.9
13:59:35,886.0,22.236396,114.184878,11.79,160,58,2488.4
13:59:36,887.0,22.236384,114.184906,11.72,157,58,2491.5
13:59:37,888.0,22.236374,114.184935,11.71,157,57,2494.7
13:59:44,895.0,22.236319,114.185123,10.88,154,55,2515.1
13:59:47,898.0,22.236299,114.185211,10.81,151,56,2524.4
13:59:51,902.0,22.236276,114.185334,10.99,152,55,2537.3
13:59:53,904.0,22.236269,114.185394,11.21,155,56,2543.6
13:59:59,910.0,22.236242,114.185583,11.66,154,55,2563.2
14:00:07,918.0,22.236224,114.185844,12.14,155,55,2590.2
14:00:16,927.0,22.23621,114.186131,11.84,156,55,2619.8
14:00:23,934.0,22.236184,114.186344,11.69,156,57,2642.0
14:00:32,943.0,22.236164,114.186625,11.42,156,56,2671.1
14:00:33,944.0,22.236165,114.18666,11.53,153,57,2674.6
14:00:39,950.0,22.236166,114.186863,12.42,154,59,2695.6
14:00:45,956.0,22.236155,114.187046,11.98,153,57,2714.5
14:00:53,964.0,22.236135,114.187287,11.16,152,58,2739.4
14:00:57,968.0,22.236123,114.187404,11.13,155,58,2751.6
14:01:01,972.0,22.236129,114.187529,11.24,154,56,2764.4
14:01:06,977.0,22.236156,114.18769,11.65,151,56,2781.3
14:01:08,979.0,22.236168,114.18775,11.76,151,56,2787.7
14:01:13,984.0,22.236207,114.187882,11.27,148,54,2802.0
14:01:15,986.0,22.236236,114.18792,10.75,148,54,2807.0
14:01:22,993.0,22.236332,114.188004,8.05,148,0,2820.8
14:01:30,1001.0,22.236453,114.188065,6.24,149,0,2835.6
14:01:38,1009.0,22.236563,114.188084,6.0,149,0,2847.9
14:01:41,1012.0,22.236593,114.188096,5.62,146,0,2851.5
14:01:46,1017.0,22.236624,114.188093,0.0,147,0,2854.8
14:01:47,1018.0,22.236629,114.188092,3.81,146,0,2855.4
14:01:51,1022.0,22.236663,114.188089,3.12,143,0,2859.2
14:01:54,1025.0,22.236683,114.188085,2.62,146,0,2861.4
14:01:55,1026.0,22.236689,114.188083,2.66,149,0,2862.1
14:02:00,1031.0,22.236713,114.188074,2.65,152,0,2864.9
14:02:15,1046.0,22.236763,114.188043,0.0,149,0,2871.3
14:02:30,1061.0,22.236776,114.188027,0.0,152,36,2874.2
14:02:31,1062.0,22.236776,114.188026,0.0,152,36,2874.2
14:02:36,1067.0,22.236773,114.188034,0.0,155,29,2875.1
14:02:40,1071.0,22.236773,114.188034,0.0,159,29,2875.2
14:02:44,1075.0,22.236771,114.188035,0.0,160,0,2875.6
14:02:52,1083.0,22.236763,114.188034,0.0,155,0,2876.7
14:02:54,1085.0,22.236762,114.188033,0.0,152,0,2876.8
14:02:55,1086.0,22.236761,114.188033,0.0,148,0,2877.0
14:02:57,1088.0,22.236759,114.188031,0.0,144,0,2877.2
14:03:05,1096.0,22.236766,114.188034,0.0,141,0,2878.4
14:03:11,1102.0,22.236774,114.18803,0.0,143,27,2878.8
14:03:16,1107.0,22.236779,114.188027,0.0,146,0,2879.8
14:03:20,1111.0,22.236779,114.188024,0.0,149,0,2880.0
14:03:24,1115.0,22.236787,114.188024,0.0,151,0,2880.5
14:03:34,1125.0,22.236789,114.188015,0.0,148,0,2882.0
14:03:39,1130.0,22.236787,114.188017,0.0,144,0,2882.3
14:03:40,1131.0,22.236787,114.188016,0.0,144,0,2882.4
14:03:48,1139.0,22.236783,114.188016,0.0,141,0,2882.8
14:03:58,1149.0,22.236785,114.188013,0.0,139,0,2883.4
14:04:05,1156.0,22.236799,114.188016,0.0,142,0,2883.8
14:04:06,1157.0,22.236801,114.188017,0.0,139,0,2883.9
14:04:10,1161.0,22.236806,114.188021,0.0,136,0,2884.4
14:04:14,1165.0,22.236816,114.188025,0.0,132,0,2884.4
14:04:30,1181.0,22.236807,114.188017,0.0,133,0,2885.9
14:04:34,1185.0,22.236799,114.188012,0.0,130,0,2886.8
14:04:45,1196.0,22.236791,114.187998,0.0,130,0,2888.6
14:04:52,1203.0,22.236793,114.187996,0.0,131,0,2888.8
14:05:03,1214.0,22.236789,114.187994,0.0,132,0,2889.4
14:05:17,1228.0,22.236789,114.187992,0.0,129,0,2890.2
14:05:18,1229.0,22.236789,114.187992,0.0,129,0,2890.2
14:05:31,1242.0,22.236786,114.187993,0.0,126,0,2891.1
14:05:34,1245.0,22.236789,114.187993,0.0,127,0,2891.4
14:05:45,1256.0,22.23681,114.187986,0.0,127,0,2893.8
14:06:01,1272.0,22.236812,114.18798,0.0,125,0,2894.7
14:06:18,1289.0,22.236844,114.187954,1.24,125,28,2899.2
14:06:21,1292.0,22.236893,114.187913,3.29,126,53,2906.1
14:06:23,1294.0,22.236936,114.187878,5.05,125,74,2912.0
14:06:27,1298.0,22.237051,114.187785,9.67,128,60,2927.9
14:06:29,1300.0,22.237114,114.187734,11.82,130,62,2936.8
14:06:30,1301.0,22.237147,114.187706,12.65,133,55,2941.3
14:06:31,1302.0,22.237179,114.187679,13.35,138,63,2945.8
14:06:32,1303.0,22.23721,114.187651,14.07,142,56,2950.3
14:06:34,1305.0,22.237272,114.187589,15.24,146,76,2959.6
14:06:35,1306.0,22.237304,114.18756,15.69,152,77,2964.3
14:06:37,1308.0,22.237372,114.187501,16.34,156,92,2974.0
14:06:38,1309.0,22.237405,114.187468,16.58,159,77,2979.0
14:06:40,1311.0,22.237465,114.187405,16.78,161,68,2988.2
14:06:42,1313.0,22.237514,114.187341,16.66,165,74,2996.8
14:06:43,1314.0,22.237542,114.187312,16.6,166,75,3001.1
14:06:45,1316.0,22.237599,114.187258,16.43,170,67,3009.6
14:06:50,1321.0,22.237731,114.187133,15.04,174,63,3029.0
14:06:53,1324.0,22.237815,114.187061,14.5,171,62,3040.8
14:06:59,1330.0,22.237974,114.186924,13.85,171,63,3063.4
14:07:06,1337.0,22.238168,114.186763,13.76,174,66,3090.5
14:07:07,1338.0,22.238193,114.186739,13.7,174,67,3094.3
14:07:10,1341.0,22.238273,114.186667,13.85,178,66,3105.8
14:07:13,1344.0,22.238351,114.186594,13.81,182,68,3117.2
14:07:15,1346.0,22.2384,114.186545,13.66,180,70,3124.6
14:07:23,1354.0,22.238595,114.186343,13.54,180,77,3154.6
14:07:29,1360.0,22.238745,114.186191,13.62,181,71,3177.4
14:07:35,1366.0,22.238874,114.186053,12.92,182,38,3197.6
14:07:42,1373.0,22.238943,114.185913,9.94,179,26,3214.2
14:07:51,1382.0,22.238919,114.185773,6.42,178,0,3229.1
14:07:55,1386.0,22.238899,114.185722,5.67,175,0,3234.8
14:07:59,1390.0,22.23888,114.185675,5.05,172,0,3240.1
14:08:01,1392.0,22.238871,114.185654,4.86,171,0,3242.6
14:08:04,1395.0,22.238856,114.185627,4.56,168,0,3245.8
14:08:08,1399.0,22.238834,114.185599,4.04,165,0,3249.5
14:08:10,1401.0,22.238822,114.185585,3.84,164,0,3251.3
14:08:16,1407.0,22.238794,114.18552,3.95,162,40,3258.6
14:08:20,1411.0,22.238777,114.185466,4.57,158,37,3264.4
14:08:25,1416.0,22.238761,114.185395,5.07,159,38,3271.9
14:08:34,1425.0,22.238738,114.185225,6.71,157,45,3289.7
14:08:40,1431.0,22.238693,114.185085,8.34,158,46,3304.9
14:08:48,1439.0,22.238584,114.184907,9.8,160,46,3326.9
14:08:55,1446.0,22.238443,114.184792,9.98,163,48,3346.6
14:08:56,1447.0,22.238422,114.184776,10.02,163,48,3349.4
14:09:06,1457.0,22.238203,114.184619,10.43,164,47,3378.5
14:09:14,1465.0,22.238021,114.184491,10.76,165,48,3402.7
14:09:22,1473.0,22.237845,114.184357,10.71,168,48,3426.6
14:09:30,1481.0,22.237686,114.184214,10.58,169,47,3449.6
14:09:37,1488.0,22.237562,114.184073,10.26,169,46,3469.6
14:09:46,1497.0,22.237401,114.183901,10.07,171,49,3494.7
14:09:53,1504.0,22.237247,114.183831,9.76,171,44,3513.3
14:10:00,1511.0,22.237088,114.183844,9.37,171,47,3531.0
14:10:07,1518.0,22.236973,114.183915,8.22,170,40,3545.9
14:10:17,1528.0,22.236866,114.184031,6.16,167,0,3562.7
14:10:20,1531.0,22.236841,114.18406,5.73,164,0,3566.8
14:10:27,1538.0,22.236772,114.184132,5.35,162,0,3577.3
14:10:32,1543.0,22.236716,114.184178,5.54,159,0,3585.2
14:10:36,1547.0,22.236673,114.184203,5.31,158,0,3590.6
14:10:45,1556.0,22.236607,114.184243,0.0,159,0,3599.1
14:10:58,1569.0,22.236609,114.18427,0.0,160,0,3601.2
14:11:00,1571.0,22.236607,114.18427,0.0,155,0,3601.4
14:11:03,1574.0,22.236606,114.184273,0.0,150,0,3601.7
14:11:05,1576.0,22.236606,114.184273,0.0,147,0,3601.7
14:11:07,1578.0,22.236605,114.184275,0.0,144,0,3601.9
14:11:11,1582.0,22.236605,114.184279,0.0,141,0,3602.4
14:11:14,1585.0,22.236605,114.18428,0.0,139,0,3602.5
14:11:19,1590.0,22.236607,114.184286,0.0,136,0,3603.2
14:11:27,1598.0,22.236599,114.184299,0.0,135,0,3605.0
14:11:33,1604.0,22.236585,114.184366,2.6,135,63,3612.1
14:11:34,1605.0,22.23658,114.184393,3.42,133,65,3614.9
14:11:37,1608.0,22.23656,114.184484,5.94,136,77,3624.6
14:11:39,1610.0,22.236546,114.184551,8.0,136,81,3631.7
14:11:42,1613.0,22.236519,114.18466,11.07,140,71,3643.2
14:11:44,1615.0,22.236501,114.184738,12.54,143,55,3651.5
14:11:45,1616.0,22.236492,114.184778,13.1,146,65,3655.8
14:11:46,1617.0,22.236485,114.184817,13.5,148,65,3659.9
14:11:49,1620.0,22.236459,114.184938,14.44,151,68,3672.7
14:11:52,1623.0,22.236434,114.185057,14.97,154,94,3685.2
14:11:54,1625.0,22.236417,114.185137,15.16,156,79,3693.7
14:11:58,1629.0,22.236396,114.185294,15.03,159,67,3710.0
14:12:01,1632.0,22.236381,114.185409,14.79,160,65,3722.0
14:12:08,1639.0,22.236356,114.185666,13.96,162,64,3748.7
14:12:16,1647.0,22.236314,114.185943,13.23,162,65,3777.5
14:12:20,1651.0,22.236295,114.186075,12.79,166,66,3791.2
14:12:22,1653.0,22.236287,114.186142,12.64,169,66,3798.2
14:12:23,1654.0,22.236284,114.186176,12.59,170,66,3801.8
14:12:26,1657.0,22.236276,114.18628,12.65,173,67,3812.5
14:12:31,1662.0,22.236255,114.186457,12.95,175,69,3830.8
14:12:37,1668.0,22.236241,114.186674,13.31,174,77,3853.2
14:12:44,1675.0,22.236214,114.186927,13.51,177,75,3879.5
14:12:52,1683.0,22.236178,114.187204,13.14,176,50,3908.3
14:13:00,1691.0,22.236171,114.187395,9.9,174,0,3928.1
14:13:07,1698.0,22.236189,114.187521,7.47,170,0,3941.2
14:13:12,1703.0,22.236195,114.187591,6.11,169,0,3948.4
14:13:13,1704.0,22.236195,114.187605,5.98,165,0,3949.9
14:13:14,1705.0,22.236196,114.187618,5.81,169,0,3951.3
14:13:17,1708.0,22.236198,114.187655,5.24,172,0,3955.1
14:13:23,1714.0,22.236205,114.187722,4.49,171,0,3962.1
14:13:32,1723.0,22.236229,114.187798,3.56,168,0,3970.3
14:13:34,1725.0,22.236232,114.187808,3.15,166,0,3971.3
14:13:42,1733.0,22.236241,114.187837,0.0,163,0,3974.5
14:13:50,1741.0,22.236247,114.187858,0.0,160,0,3976.7
14:13:52,1743.0,22.236248,114.187862,0.0,159,0,3977.2
14:13:59,1750.0,22.236258,114.187877,0.0,156,48,3979.1
14:14:06,1757.0,22.236244,114.187871,0.0,154,41,3980.9
14:14:14,1765.0,22.236233,114.187912,1.9,154,27,3985.6
14:14:19,1770.0,22.236221,114.187971,3.33,151,37,3991.9
14:14:23,1774.0,22.236208,114.188043,5.14,152,41,3999.4
14:14:24,1775.0,22.236204,114.188061,5.5,150,41,4001.3
14:14:29,1780.0,22.236185,114.188164,6.87,153,41,4012.1
14:14:30,1781.0,22.236179,114.188186,7.21,154,42,4014.5
14:14:37,1788.0,22.23614,114.188307,7.37,153,35,4027.7
14:14:44,1795.0,22.236115,114.18839,5.41,154,0,4036.8
14:14:52,1803.0,22.236109,114.188434,0.0,151,0,4041.3
14:14:53,1804.0,22.236108,114.188437,0.0,150,0,4041.6
14:14:55,1806.0,22.236106,114.188435,0.0,154,0,4041.7
14:15:03,1814.0,22.236101,114.18844,0.0,150,36,4042.5
14:15:04,1815.0,22.236101,114.188441,0.0,148,38,4042.6
14:15:08,1819.0,22.236104,114.188437,0.0,145,40,4043.1
14:15:11,1822.0,22.236101,114.188429,0.0,148,33,4043.9
14:15:15,1826.0,22.236101,114.188412,1.03,151,35,4045.7
14:15:16,1827.0,22.2361,114.188408,0.0,150,35,4046.1
14:15:27,1838.0,22.236106,114.188352,0.0,147,30,4052.0
14:15:30,1841.0,22.236112,114.188341,0.0,146,0,4053.2
14:15:38,1849.0,22.236121,114.188341,0.0,141,34,4055.7
14:15:40,1851.0,22.236129,114.188353,1.57,140,35,4057.2
14:15:46,1857.0,22.236168,114.188416,3.29,138,42,4065.0
14:15:48,1859.0,22.236189,114.18844,4.17,139,45,4068.5
14:15:51,1862.0,22.23623,114.18847,5.27,142,43,4073.9
14:15:54,1865.0,22.236279,114.188495,6.16,144,41,4079.9
14:15:57,1868.0,22.236332,114.188514,6.79,147,48,4086.1
14:15:58,1869.0,22.236351,114.18852,6.98,150,48,4088.3
14:16:00,1871.0,22.236388,114.188531,7.24,147,46,4092.6
14:16:01,1872.0,22.236407,114.188533,7.34,147,46,4094.7
14:16:06,1877.0,22.236495,114.188531,7.36,150,46,4104.4
14:16:08,1879.0,22.236531,114.188525,7.35,150,46,4108.4
14:16:15,1886.0,22.236639,114.188487,6.86,150,0,4121.1
14:16:18,1889.0,22.236681,114.188466,6.56,147,0,4126.2
14:16:24,1895.0,22.236756,114.188409,6.05,149,30,4136.4
14:16:30,1901.0,22.236812,114.188341,5.89,150,26,4145.7
14:16:34,1905.0,22.236847,114.188306,5.4,147,37,4150.9
14:16:35,1906.0,22.236857,114.188296,5.37,147,38,4152.5
14:16:40,1911.0,22.236892,114.188239,5.09,146,39,4159.4
14:16:44,1915.0,22.236914,114.188197,4.89,148,35,4164.4
14:16:45,1916.0,22.236917,114.188183,4.92,149,35,4165.9
14:16:51,1922.0,22.236945,114.188125,4.4,151,34,4172.6
14:17:01,1932.0,22.236989,114.188031,3.97,149,0,4183.4
14:17:05,1936.0,22.237009,114.187991,3.97,152,55,4188.1
14:17:08,1939.0,22.237042,114.187933,5.18,154,62,4195.1
14:17:14,1945.0,22.237156,114.187788,9.06,157,81,4214.6
14:17:17,1948.0,22.237231,114.187708,11.48,154,84,4226.3
14:17:21,1952.0,22.237343,114.187607,13.39,154,87,4242.6
14:17:23,1954.0,22.237396,114.187556,13.88,157,87,4250.4
14:17:25,1956.0,22.237453,114.187509,14.2,162,87,4258.3
14:17:27,1958.0,22.23751,114.187459,14.44,165,87,4266.4
14:17:28,1959.0,22.237539,114.187433,14.54,167,89,4270.6
14:17:30,1961.0,22.237595,114.187382,14.5,164,81,4278.7
14:17:32,1963.0,22.237654,114.187334,14.5,168,71,4286.9
14:17:35,1966.0,22.237739,114.18726,14.63,169,65,4299.1
14:17:41,1972.0,22.237887,114.187107,14.11,172,63,4321.8
14:17:45,1976.0,22.237979,114.187004,13.65,174,65,4336.5
14:17:50,1981.0,22.23811,114.186882,13.53,171,66,4355.6
